Product,Number of results in Yarrowia Database,groups,Number of results,%,product,species,titer,titer log(10),titer ln,titer log2
,,,,,ethanol,Saccharomyces,1.54,,,0.622930350920177
,,,,,ethanol,Saccharomyces,19.22,,,4.26453643099903
,,,,,ethanol,Saccharomyces,39,,,5.28540221886225
,,,,,Ethanol,Saccharomyces,17.25,,,4.10852445677817
,,,,,Ethanol,Saccharomyces,8.21,,,3.03738222200308
,,,,,Ethanol,Saccharomyces,8.17,,,3.03033607837096
,,,,,Ethanol,Saccharomyces,39.09,,,5.28872767951457
,,,,,Ethanol,Saccharomyces,36.34,,,5.18348651445939
,,,,,"ethanol, hydrogen",Saccharomyces,5.6,,,2.48542682717024
,,,,,Ethanol,Saccharomyces,51.91,,,5.6979405826171
,,,,,Trehalose,Saccharomyces,0.9,,,-0.15200309344505
,,,,,Biomass,Saccharomyces,0.6,,,-0.736965594166206
,,,,,Biomass,Saccharomyces,0.9,,,-0.15200309344505
,,,,,Biomass,Saccharomyces,1.6,,,0.678071905112638
,,,,,Biomass,Saccharomyces,1.7,,,0.765534746362977
,,,,,Biomass,Saccharomyces,1.9,,,0.925999418556223
,,,,,Biomass,Saccharomyces,1.1,,,0.137503523749935
,,,,,Biomass,Saccharomyces,1.3,,,0.37851162325373
,,,,,Biomass,Saccharomyces,1.3,,,0.37851162325373
,,,,,Biomass,Saccharomyces,3.2,,,1.67807190511264
,,,,,Biomass,Saccharomyces,3.2,,,1.67807190511264
,,,,,Biomass,Saccharomyces,3.4,,,1.76553474636298
,,,,,Biomass,Saccharomyces,2.1,,,1.0703893278914
,,,,,Biomass,Saccharomyces,2.4,,,1.26303440583379
,,,,,Biomass,Saccharomyces,2.4,,,1.26303440583379
,,,,,Biomass,Saccharomyces,3.4,,,1.76553474636298
,,,,,Biomass,Saccharomyces,3.5,,,1.8073549220576
,,,,,Biomass,Saccharomyces,3.8,,,1.92599941855622
,,,,,Biomass,Saccharomyces,2.8,,,1.48542682717024
,,,,,Biomass,Saccharomyces,2.8,,,1.48542682717024
,,,,,Biomass,Saccharomyces,2.8,,,1.48542682717024
,,,,,Biomass,Saccharomyces,4.6,,,2.20163386116965
,,,,,Biomass,Saccharomyces,5.3,,,2.40599235967584
,,,,,Biomass,Saccharomyces,5.1,,,2.35049724708413
,,,,,Biomass,Saccharomyces,3.9,,,1.96347412397489
,,,,,Biomass,Saccharomyces,3.4,,,1.76553474636298
,,,,,Biomass,Saccharomyces,3.5,,,1.8073549220576
,,,,,Biomass,Saccharomyces,171,,,7.4178525148859
,,,,,"enantiopure meso-2,3-BDO",Saccharomyces,0.2141,,,-2.22364329916394
,,,,,(+)-nootkatone,Saccharomyces,2.3864,,,1.25483588278576
,,,,,(+)-nootkatone,Saccharomyces,21.5,,,4.4262647547021
,,,,,Ethanol,Saccharomyces,8.9,,,3.15380533607904
,,,,,Ethanol,Saccharomyces,4.7,,,2.23266075679028
,,,,,Ethanol,Saccharomyces,9.6,,,3.26303440583379
,,,,,Ethanol,Saccharomyces,5.66,,,2.50080205305716
,,,,,Ethanol,Saccharomyces,9.6,,,3.26303440583379
,,,,,Ethanol,Saccharomyces,16.3,,,4.02680005934372
,,,,,Ethanol,Saccharomyces,4.7,,,2.23266075679028
,,,,,Ethanol,Saccharomyces,3.9,,,1.96347412397489
,,,,,Sa1-SSTrec,Saccharomyces,11.1,,,3.47248777146274
,,,,,Sa1-SSTrec,Saccharomyces,31.4,,,4.97269265400427
,,,,,Sa1-SSTrec,Saccharomyces,102.1,,,6.67383905599044
,,,,,Sa1-SSTrec,Saccharomyces,60,,,5.90689059560852
,,,,,Balsamic-styled vinegar,Saccharomyces,60,,,5.90689059560852
,,,,,Balsamic-styled vinegar,Saccharomyces,60,,,5.90689059560852
,,,,,Balsamic-styled vinegar,Saccharomyces,60,,,5.90689059560852
,,,,,Balsamic-styled vinegar,Saccharomyces,60,,,5.90689059560852
,,,,,Balsamic-styled vinegar,Saccharomyces,60,,,5.90689059560852
,,,,,Balsamic-styled vinegar,Saccharomyces,6.2,,,2.63226821549951
,,,,,L-LA,Saccharomyces,5.78,,,2.53106949272595
,,,,,L-LA,Saccharomyces,7.76,,,2.9560566524124
,,,,,L-LA,Saccharomyces,7.8,,,2.96347412397489
,,,,,L-LA,Saccharomyces,8.4,,,3.0703893278914
,,,,,L-LA,Saccharomyces,12.3,,,3.62058641045188
,,,,,L-LA,Saccharomyces,22.56,,,4.49569516262407
,,,,,L-LA,Saccharomyces,25.4,,,4.6667565918848
,,,,,L-LA,Saccharomyces,25.5,,,4.6724253419715
,,,,,L-LA,Saccharomyces,29.8,,,4.8972404255748
,,,,,L-LA,Saccharomyces,34.9,,,5.12515513132229
,,,,,L-LA,Saccharomyces,23.7,,,4.5668151540109
,,,,,L-LA,Saccharomyces,50.5,,,5.6582114827518
,,,,,L-LA,Saccharomyces,72.3,,,6.17592374206376
,,,,,L-LA,Saccharomyces,13.5,,,3.75488750216347
,,,,,Ethanol,Saccharomyces,15.4,,,3.94485844580754
,,,,,Ethanol,Saccharomyces,14.2,,,3.82781902461732
,,,,,Ethanol,Saccharomyces,14.3,,,3.83794324189103
,,,,,Ethanol,Saccharomyces,19,,,4.24792751344359
,,,,,Ethanol,Saccharomyces,24.6,,,4.62058641045188
,,,,,Ethanol,Saccharomyces,43,,,5.4262647547021
,,,,,D-xylonate,Saccharomyces,2.99,,,1.58014548442338
,,,,,Ethyl acetate,Saccharomyces,2.7,,,1.43295940727611
,,,,,Ethanol,Saccharomyces,29.39,,,4.87725345387661
,,,,,Ethanol,Saccharomyces,7.71,,,2.94673086014031
,,,,,Ethanol,Saccharomyces,43.25,,,5.43462822763673
,,,,,Ethanol,Saccharomyces,0.3769,,,-1.40774629988509
,,,,,isobutanol,Saccharomyces,0.7657,,,-0.385148837577896
,,,,,3-methyl-1-butanol,Saccharomyces,11.69,,,3.54720302475693
,,,,,ethanol,Saccharomyces,644,,,9.33091687811462
,,,,,L-Pipecolic Acid,Saccharomyces,0.6486,,,-0.624599071093643
,,,,,(2S)-Naringenin,Saccharomyces,0.025,,,-5.32192809488736
,,,,,(2S)-Naringenin,Saccharomyces,0.1537,,,-2.70181092985868
,,,,,(2S)-Naringenin,Saccharomyces,0.2773,,,-1.85048047850997
,,,,,(2S)-Naringenin,Saccharomyces,0.025,,,-5.32192809488736
,,,,,ethanol,Saccharomyces,33.9,,,5.08321336824898
,,,,,ethanol,Saccharomyces,31.6,,,4.98185265328974
,,,,,ethanol,Saccharomyces,67,,,6.06608919045777
,,,,,Ethanol,Saccharomyces,74.9,,,6.22689381357139
,,,,,Ethanol,Saccharomyces,54.5,,,5.76818432477693
,,,,,Ethanol,Saccharomyces,76.9,,,6.26491169307447
,,,,,Ethanol,Saccharomyces,70,,,6.12928301694497
,,,,,Ethanol,Saccharomyces,73.2,,,6.19377174339668
,,,,,Ethanol,Saccharomyces,66.1,,,6.04657836662033
,,,,,Ethanol,Saccharomyces,80.4,,,6.32912359629157
,,,,,Ethanol,Saccharomyces,79.8,,,6.31831684133498
,,,,,Ethanol,Saccharomyces,81.4,,,6.34695688937889
,,,,,Ethanol,Saccharomyces,65,,,6.02236781302846
,,,,,Ethanol,Saccharomyces,81.4,,,6.34695688937889
,,,,,Ethanol,Saccharomyces,66.4,,,6.05311133645956
,,,,,Ethanol,Saccharomyces,66.2,,,6.04875931191986
,,,,,Ethanol,Saccharomyces,45.5,,,5.5077946401987
,,,,,Ethanol,Saccharomyces,52,,,5.70043971814109
,,,,,Ethanol,Saccharomyces,66.3,,,6.05093696522523
,,,,,Ethanol,Saccharomyces,66.5,,,6.05528243550119
,,,,,Ethanol,Saccharomyces,64.7,,,6.01569380710515
,,,,,Ethanol,Saccharomyces,65.6,,,6.03562390973072
,,,,,Ethanol,Saccharomyces,77.2,,,6.27052894238072
,,,,,Ethanol,Saccharomyces,77.3,,,6.27239650903749
,,,,,Ethanol,Saccharomyces,69.1,,,6.1106138055009
,,,,,Ethanol,Saccharomyces,72.2,,,6.17392693199981
,,,,,Ethanol,Saccharomyces,1.4,,,0.485426827170242
,,,,,Ethanol,Saccharomyces,1.4,,,0.485426827170242
,,,,,Ethanol,Saccharomyces,2.12,,,1.08406426478847
,,,,,Ethanol,Saccharomyces,5.92,,,2.56559717585423
,,,,,Ethanol,Saccharomyces,18.6,,,4.21723071622067
,,,,,Ethanol,Saccharomyces,28.2,,,4.81762325751143
,,,,,Ethanol,Saccharomyces,16.62,,,4.05484847699562
,,,,,Ethanol,Saccharomyces,19.05,,,4.25171909260596
,,,,,Ethanol,Saccharomyces,18.91,,,4.24107745817504
,,,,,Ethanol,Saccharomyces,20.28,,,4.34198574722862
,,,,,Ethanol,Saccharomyces,15.88,,,3.98913900736823
,,,,,Ethanol,Saccharomyces,19.66,,,4.29719141656586
,,,,,Ethanol,Saccharomyces,17.02,,,4.08915913191124
,,,,,Ethanol,Saccharomyces,18.9,,,4.24031432933371
,,,,,Ethanol,Saccharomyces,46.6,,,5.54225804976692
,,,,,Ethanol,Saccharomyces,46.6,,,5.54225804976692
,,,,,Ethanol,Saccharomyces,92,,,6.52356195605701
,,,,,Ethanol,Saccharomyces,93.5,,,6.54689445988764
,,,,,Ethanol,Saccharomyces,98.6,,,6.62351574149055
,,,,,Ethanol,Saccharomyces,46.2,,,5.5298209465287
,,,,,Ethanol,Saccharomyces,9.85,,,3.30012372456901
,,,,,bioethanol,Saccharomyces,9.55,,,3.25550073314839
,,,,,bioethanol,Saccharomyces,1.6,,,0.678071905112638
,,,,,bioethanol,Saccharomyces,11.08,,,3.46988597627446
,,,,,bioethanol,Saccharomyces,10.89,,,3.44493204894218
,,,,,bioethanol,Saccharomyces,2.46,,,1.29865831556452
,,,,,bioethanol,Saccharomyces,12.69,,,3.66562016406638
,,,,,bioethanol,Saccharomyces,14.35,,,3.84297883178833
,,,,,bioethanol,Saccharomyces,4.23,,,2.08065766334523
,,,,,bioethanol,Saccharomyces,7.79,,,2.96162332828694
,,,,,bioethanol,Saccharomyces,8.08,,,3.01435529297707
,,,,,bioethanol,Saccharomyces,1.01,,,0.0143552929770701
,,,,,bioethanol,Saccharomyces,9.48,,,3.24488705912353
,,,,,bioethanol,Saccharomyces,9.89,,,3.30597052098439
,,,,,bioethanol,Saccharomyces,1.3,,,0.37851162325373
,,,,,bioethanol,Saccharomyces,11.37,,,3.50716034911752
,,,,,bioethanol,Saccharomyces,12.35,,,3.62643913669732
,,,,,bioethanol,Saccharomyces,2.78,,,1.47508488294878
,,,,,bioethanol,Saccharomyces,5.78,,,2.53106949272595
,,,,,bioethanol,Saccharomyces,5.13,,,2.35895882583233
,,,,,bioethanol,Saccharomyces,1.52,,,0.604071323668861
,,,,,bioethanol,Saccharomyces,6.53,,,2.70708299177171
,,,,,bioethanol,Saccharomyces,7.08,,,2.82374936030827
,,,,,bioethanol,Saccharomyces,2.35,,,1.23266075679028
,,,,,bioethanol,Saccharomyces,11.72,,,3.55090066464752
,,,,,bioethanol,Saccharomyces,11.83,,,3.56437816856506
,,,,,bioethanol,Saccharomyces,3.37,,,1.75274859140713
,,,,,bioethanol,Saccharomyces,4.67,,,2.22342254993494
,,,,,bioethanol,Saccharomyces,4.47,,,2.16027483140859
,,,,,bioethanol,Saccharomyces,1.04,,,0.0565835283663675
,,,,,bioethanol,Saccharomyces,5.07,,,2.34198574722862
,,,,,bioethanol,Saccharomyces,6.26,,,2.64616265715789
,,,,,bioethanol,Saccharomyces,1.28,,,0.356143810225275
,,,,,bioethanol,Saccharomyces,7.28,,,2.86393845042397
,,,,,bioethanol,Saccharomyces,7.14,,,2.83592407425438
,,,,,bioethanol,Saccharomyces,1.48,,,0.565597175854225
,,,,,betaxanthin,Saccharomyces,0.0308,,,-5.02092583885455
,,,,,betanin,Saccharomyces,0.0107,,,-6.5462453931483
,,,,,betanin,Saccharomyces,33.4,,,5.06177619758669
,,,,,FFAs,Saccharomyces,0.0092,,,-6.76415042349244
,,,,,Candida antarctica lipase B (CALB),Saccharomyces,0.0074,,,-7.0782590139205
,,,,,"6-kestose, 1-kestose, neokestose, blastose",Saccharomyces,25.49,,,4.67185946824748
,,,,,bioethanol,Saccharomyces,6.56,,,2.71369581484336
,,,,,Palmitoleic acid,Saccharomyces,16.23,,,4.02059109477325
,,,,,Ethanol,Saccharomyces,4.66,,,2.22032995487956
,,,,,Ethanol,Saccharomyces,18.08,,,4.17632277264046
,,,,,Ethanol,Saccharomyces,57.33,,,5.84121837392389
,,,,,ethanol,Saccharomyces,40.1,,,5.32553033156756
,,,,,ethanol,Saccharomyces,14.1,,,3.81762325751143
,,,,,Bioethanol,Saccharomyces,0.22,,,-2.18442457113743
,,,,,Ethanol,Saccharomyces,0.56,,,-0.836501267717121
,,,,,Ethanol,Saccharomyces,0.73,,,-0.454031630894708
,,,,,Ethanol,Saccharomyces,0.0709,,,-3.81807056230993
,,,,,β-amyrin,Saccharomyces,0.7367,,,-0.440850852262743
,,,,,squalene,Saccharomyces,0.0763,,,-3.71217313271492
,,,,,β-amyrin,Saccharomyces,0.6105,,,-0.711936799674684
,,,,,squalene,Saccharomyces,0.0803,,,-3.63845620203214
,,,,,β-amyrin,Saccharomyces,0.4488,,,-1.15585541894066
,,,,,squalene,Saccharomyces,0.0925,,,-3.43440282414578
,,,,,β-amyrin,Saccharomyces,0.5345,,,-0.903738146941597
,,,,,squalene,Saccharomyces,0.1061,,,-3.23650343863468
,,,,,β-amyrin,Saccharomyces,0.5215,,,-0.939260842142322
,,,,,squalene,Saccharomyces,0.213,,,-2.23107466443625
,,,,,β-amyrin,Saccharomyces,0.6377,,,-0.649050213689795
,,,,,squalene,Saccharomyces,0.0746,,,-3.74468055929421
,,,,,β-amyrin,Saccharomyces,0.2572,,,-1.9590374522215
,,,,,β-amyrin,Saccharomyces,0.5773,,,-0.792606869541665
,,,,,squalene,Saccharomyces,0.081,,,-3.62593428177746
,,,,,β-amyrin,Saccharomyces,2.6,,,1.37851162325373
,,,,,"Ethanol, Lactic Acid",Saccharomyces,10.6,,,3.40599235967584
,,,,,"Lactic Acid, Ethanol",Saccharomyces,7.3,,,2.86789646399266
,,,,,"Lactic Acid, Ethanol",Saccharomyces,108.6,,,6.762880292917
,,,,,"2,3-Butanediol",Saccharomyces,0.67,,,-0.577766999316952
,,,,,ethanol,Saccharomyces,1.28,,,0.356143810225275
,,,,,ethanol,Saccharomyces,11.2,,,3.48542682717024
,,,,,ethanol,Saccharomyces,23.07,,,4.52794609890826
,,,,,ethanol,Saccharomyces,9.15,,,3.19377174339668
,,,,,bioethanol,Saccharomyces,9.16,,,3.19534759832222
,,,,,bioethanol,Saccharomyces,8.75,,,3.12928301694497
,,,,,bioethanol,Saccharomyces,11.76,,,3.55581615506164
,,,,,bioethanol,Saccharomyces,10.61,,,3.40735275114004
,,,,,bioethanol,Saccharomyces,245,,,7.93663793900257
,,,,,Ethanol,Saccharomyces,38.8,,,5.27798474729977
,,,,,"cis,cis-muconic acid (CCM)",Saccharomyces,7.2,,,2.84799690655495
,,,,,"cis,cis-muconic acid (CCM)",Saccharomyces,2,,,1
,,,,,protocatechuic acid (PCA),Saccharomyces,1.7,,,0.765534746362977
,,,,,catechol,Saccharomyces,1,,,0
,,,,,protocatechuic acid (PCA),Saccharomyces,134.8,,,7.0746766862945
,,,,,(2S)-naringenin,Saccharomyces,0.068,,,-3.87832144341175
,,,,,(2S)-naringenin,Saccharomyces,0.209,,,-2.2584251525812
,,,,,(2S)-naringenin,Saccharomyces,0.436,,,-1.19759995988516
,,,,,(2S)-naringenin,Saccharomyces,0.502,,,-0.994240730711315
,,,,,(2S)-naringenin,Saccharomyces,0.563,,,-0.828793172581858
,,,,,(2S)-naringenin,Saccharomyces,0.162,,,-2.62593428177746
,,,,,(2S)-naringenin,Saccharomyces,0.358,,,-1.48196850739783
,,,,,Isobutanol,Saccharomyces,0.409,,,-1.28982725172034
,,,,,Isobutanol,Saccharomyces,3.1,,,1.63226821549951
,,,,,Isobutanol,Saccharomyces,0.91,,,-0.136061549576028
,,,,,Isobutanol,Saccharomyces,27.9,,,4.80219321694183
,,,,,2-Methyl-1-butanol,Saccharomyces,1.07,,,0.0976107966264223
,,,,,Isobutanol,Saccharomyces,0.68,,,-0.556393348524385
,,,,,Isobutanol,Saccharomyces,1.32,,,0.400537929583729
,,,,,2-Methyl-1-butanol,Saccharomyces,2.96,,,1.56559717585423
,,,,,Isobutanol,Saccharomyces,0.86,,,-0.217591435072627
,,,,,2-Methyl-1-butanol,Saccharomyces,17.64,,,4.1407786557828
,,,,,Cellulase,Saccharomyces,78.6,,,6.29645740737124
,,,,,Ethanol,Saccharomyces,25.75,,,4.68650052718322
,,,,,Ethanol,Saccharomyces,19.99,,,4.3212065669699
,,,,,bioethanol,Saccharomyces,22.86,,,4.51475349843975
,,,,,bioethanol,Saccharomyces,22.86,,,4.51475349843975
,,,,,bioethanol,Saccharomyces,12.99,,,3.69932952567316
,,,,,bioethanol,Saccharomyces,18.71,,,4.22573765346606
,,,,,bioethanol,Saccharomyces,21.44,,,4.42223300068305
,,,,,bioethanol,Saccharomyces,22.39,,,4.48478262307787
,,,,,bioethanol,Saccharomyces,20.54,,,4.36036427654347
,,,,,bioethanol,Saccharomyces,17.18,,,4.10265813136374
,,,,,bioethanol,Saccharomyces,23.1,,,4.5298209465287
,,,,,bioethanol,Saccharomyces,16.14,,,4.01256867350306
,,,,,bioethanol,Saccharomyces,25.94,,,4.69710657447698
,,,,,bioethanol,Saccharomyces,23.59,,,4.56010351346474
,,,,,bioethanol,Saccharomyces,13.83,,,3.78972925137577
,,,,,bioethanol,Saccharomyces,17.78,,,4.15218341905505
,,,,,bioethanol,Saccharomyces,19.17,,,4.26077843189343
,,,,,bioethanol,Saccharomyces,23.72,,,4.56803210477128
,,,,,bioethanol,Saccharomyces,21.42,,,4.42088657497553
,,,,,bioethanol,Saccharomyces,13.99,,,3.80632405739003
,,,,,bioethanol,Saccharomyces,93.5,,,6.54689445988764
,,,,,bioethanol,Saccharomyces,52.23,,,5.70680679859753
,,,,,bioethanol,Saccharomyces,81,,,6.33985000288463
,,,,,bioethanol,Saccharomyces,38.4,,,5.26303440583379
,,,,,"2,3-Butanediol",Saccharomyces,39.4,,,5.30012372456901
,,,,,Ethanol,Saccharomyces,43.2,,,5.43295940727611
,,,,,Ethanol,Saccharomyces,53.7,,,5.74685018309805
,,,,,Lactic acid,Saccharomyces,33.2,,,5.05311133645956
,,,,,Lactic acid,Saccharomyces,39.3,,,5.29645740737124
,,,,,Lactic acid,Saccharomyces,25.34,,,4.66334461936609
,,,,,Lactic acid,Saccharomyces,70.9,,,6.14771372235215
,,,,,Lactic acid,Saccharomyces,70.9,,,6.14771372235215
,,,,,xylitol,Saccharomyces,97.4,,,6.60584986719498
,,,,,xylitol,Saccharomyces,93.9,,,6.55305325276641
,,,,,xylitol,Saccharomyces,93.9,,,6.55305325276641
,,,,,xylitol,Saccharomyces,104.1,,,6.70182625841206
,,,,,Citric acid,Saccharomyces,3.8,,,1.92599941855622
,,,,,a-amylase,Saccharomyces,4.7,,,2.23266075679028
,,,,,ethanol,Saccharomyces,5.4,,,2.43295940727611
,,,,,ethanol,Saccharomyces,0.45,,,-1.15200309344505
,,,,,ethanol,Saccharomyces,0.22,,,-2.18442457113743
,,,,,2-phenylethanol,Saccharomyces,1.13,,,0.176322772640463
,,,,,2-phenylethanol,Saccharomyces,0.66,,,-0.599462070416271
,,,,,2-phenylethanol,Saccharomyces,0.45,,,-1.15200309344505
,,,,,2-phenylethanol,Saccharomyces,2.5,,,1.32192809488736
,,,,,2-phenylethanol,Saccharomyces,73.76,,,6.20476675065461
,,,,,2-phenylethanol,Saccharomyces,73.01,,,6.19002217480265
,,,,,Ethanol,Saccharomyces,74.83,,,6.22554487000337
,,,,,Ethanol,Saccharomyces,74.95,,,6.2278565730605
,,,,,Ethanol,Saccharomyces,74.98,,,6.22843392051337
,,,,,Ethanol,Saccharomyces,74.88,,,6.22650852980868
,,,,,Ethanol,Saccharomyces,74.72,,,6.22342254993494
,,,,,Ethanol,Saccharomyces,74.89,,,6.22670118455169
,,,,,(2S)-naringenin,Saccharomyces,4.94,,,2.30451104180995
,,,,,Bioethanol,Saccharomyces,11.63,,,3.53977919169849
,,,,,Ethanol,Saccharomyces,5.86,,,2.55090066464752
,,,,,geraniol,Saccharomyces,0.3711,,,-1.43012009385192
,,,,,geraniol,Saccharomyces,0.0461,,,-4.43908943912011
,,,,,geraniol,Saccharomyces,0.0404,,,-4.62950089679765
,,,,,geraniol,Saccharomyces,0.0489,,,-4.35402172459722
,,,,,geraniol,Saccharomyces,0.8677,,,-0.204731765724062
,,,,,geraniol,Saccharomyces,0.9846,,,-0.0223903553145804
,,,,,geraniol,Saccharomyces,1.69,,,0.75702324650746
,,,,,geraniol,Saccharomyces,0.0037,,,-8.0782590139205
,,,,,geraniol,Saccharomyces,0.0734,,,-3.76807612670624
,,,,,Resveratrol,Saccharomyces,0.0951,,,-3.39441084868889
,,,,,Resveratrol,Saccharomyces,0.189,,,-2.40354186044101
,,,,,Resveratrol,Saccharomyces,0.426,,,-1.23107466443625
,,,,,Resveratrol,Saccharomyces,0.682,,,-0.552156355637915
,,,,,Resveratrol,Saccharomyces,1.155,,,0.207892851641333
,,,,,Resveratrol,Saccharomyces,0.4785,,,-1.06340917017606
,,,,,Resveratrol,Saccharomyces,0.3172,,,-1.65653532384547
,,,,,Resveratrol,Saccharomyces,4.1,,,2.03562390973072
,,,,,wine,Saccharomyces,27.4,,,4.77610398807317
,,,,,wine,Saccharomyces,28.8,,,4.84799690655495
,,,,,Ethanol,Saccharomyces,22.9,,,4.51727569320958
,,,,,Ethanol,Saccharomyces,24.1,,,4.5909612413426
,,,,,Ethanol,Saccharomyces,42.3,,,5.40258575823259
,,,,,Ethanol,Saccharomyces,44.3,,,5.46923479366766
,,,,,Ethanol,Saccharomyces,46.7,,,5.5453506448223
,,,,,Ethanol,Saccharomyces,50.2,,,5.64961545906341
,,,,,Ethanol,Saccharomyces,110.9,,,6.79311555527435
,,,,,Ethanol,Saccharomyces,5,,,2.32192809488736
,,,,,Ethanol,Saccharomyces,20,,,4.32192809488736
,,,,,Ethanol,Saccharomyces,20,,,4.32192809488736
,,,,,Ethanol,Saccharomyces,20,,,4.32192809488736
,,,,,Asterric acid,Saccharomyces,0.0207,,,-5.59422542205012
,,,,,Ethanol,Saccharomyces,0,,,#NUM!
,,,,,"1,2,4-butanetriol",Saccharomyces,0.0436,,,-4.51952805477252
,,,,,"1,2,4-butanetriol",Saccharomyces,0.0436,,,-4.51952805477252
,,,,,"1,2,4-butanetriol",Saccharomyces,0.3843,,,-1.37969511848665
,,,,,"1,2,4-butanetriol",Saccharomyces,0.2132,,,-2.22972065679027
,,,,,"1,2,4-butanetriol",Saccharomyces,0.5773,,,-0.792606869541665
,,,,,"1,2,4-butanetriol",Saccharomyces,0.722,,,-0.469929257774916
,,,,,"1,2,4-butanetriol",Saccharomyces,0.7679,,,-0.381009647088652
,,,,,"1,2,4-butanetriol",Saccharomyces,1.1514,,,0.203389117367087
,,,,,"1,2,4-butanetriol",Saccharomyces,1.1,,,0.137503523749935
,,,,,"1,2,4-butanetriol",Saccharomyces,1.7,,,0.765534746362977
,,,,,"1,2,4-butanetriol",Saccharomyces,73.6,,,6.20163386116965
,,,,,"1,2,4-butanetriol",Saccharomyces,65.2,,,6.02680005934372
,,,,,Ethanol,Saccharomyces,1,,,0
,,,,,Ethanol,Saccharomyces,33.3,,,5.0574502721839
,,,,,ethanol,Saccharomyces,40.1,,,5.32553033156756
,,,,,ethanol,Saccharomyces,40.6,,,5.34340782229781
,,,,,ethanol,Saccharomyces,40.2,,,5.32912359629157
,,,,,Bioethanol,Saccharomyces,75.07,,,6.23016457788425
,,,,,Bioethanol,Saccharomyces,82.95,,,6.3741700760685
,,,,,Ethanol,Saccharomyces,55.4,,,5.79181407116183
,,,,,Ethanol,Saccharomyces,37.69,,,5.23610988988963
,,,,,b-farnesene,Saccharomyces,4.07,,,2.02502879449152
,,,,,Oleanolic acid,Saccharomyces,142.02,,,7.14995030168105
,,,,,D-Lactic acid,Saccharomyces,119.97,,,6.90652987675656
,,,,,ethanol,Saccharomyces,119.83,,,6.9048453285608
,,,,,ethanol,Saccharomyces,85.13,,,6.4115957253203
,,,,,ethanol,Saccharomyces,111.65,,,6.80283944093511
,,,,,ethanol,Saccharomyces,0.76,,,-0.395928676331139
,,,,,ethanol,Saccharomyces,2.75,,,1.4594316186373
,,,,,Succinic acid,Saccharomyces,2.81,,,1.4905701304462
,,,,,Succinic acid,Saccharomyces,2.89,,,1.53106949272595
,,,,,Succinic acid,Saccharomyces,2.98,,,1.57531233068744
,,,,,Succinic acid,Saccharomyces,3.62,,,1.85598969730848
,,,,,Levan,Saccharomyces,40.2,,,5.32912359629157
,,,,,Levan,Saccharomyces,31.8,,,4.99095486039699
,,,,,Monoethylene Glycol (MEG),Saccharomyces,0.9,,,-0.15200309344505
,,,,,Monoethylene Glycol (MEG),Saccharomyces,1.25,,,0.321928094887362
,,,,,Monoethylene Glycol (MEG),Saccharomyces,0.8,,,-0.321928094887362
,,,,,Monoethylene Glycol (MEG),Saccharomyces,1.32,,,0.400537929583729
,,,,,Monoethylene Glycol (MEG),Saccharomyces,0.31,,,-1.68965987938785
,,,,,Monoethylene Glycol (MEG),Saccharomyces,0.22,,,-2.18442457113743
,,,,,Monoethylene Glycol (MEG),Saccharomyces,2.35,,,1.23266075679028
,,,,,extracellular glutathione,Saccharomyces,0.5451,,,-0.875407174594177
,,,,,ethanol,Saccharomyces,0.2403,,,-2.05709144641958
,,,,,xylanase,Saccharomyces,16.14,,,4.01256867350306
,,,,,"Ethanol, Acetic acid, Glycerol",Saccharomyces,0.0129,,,-6.2764851241262
,,,,,"Ethanol, Acetic acid, Glycerol",Saccharomyces,0.0147,,,-6.08804003471309
,,,,,"Ethanol, Acetic acid, Glycerol",Saccharomyces,0.011,,,-6.50635266602479
,,,,,"Ethanol, Acetic acid, Glycerol",Saccharomyces,0.0111,,,-6.49329651319934
,,,,,"Ethanol, Acetic acid, Glycerol",Saccharomyces,0.011,,,-6.50635266602479
,,,,,"Ethanol, Acetic acid, Glycerol",Saccharomyces,0.0147,,,-6.08804003471309
,,,,,"Ethanol, Acetic acid, Glycerol",Saccharomyces,0.0111,,,-6.49329651319934
,,,,,"Ethanol, Acetic acid, Glycerol",Saccharomyces,0.0132,,,-6.243318260191
,,,,,"Ethanol, Acetic acid, Glycerol",Saccharomyces,0.0132,,,-6.243318260191
,,,,,"Ethanol, Acetic acid, Glycerol",Saccharomyces,0.0126,,,-6.31043245604953
,,,,,Poly-3-hydroxybutyrate (PHB),Saccharomyces,2.3,,,1.20163386116965
,,,,,Poly-3-hydroxybutyrate (PHB),Saccharomyces,3.82,,,1.93357263826102
,,,,,Bioethanol,Saccharomyces,93,,,6.53915881110803
,,,,,Bioethanol,Saccharomyces,21.7,,,4.43962313755712
,,,,,Bioethanol,Saccharomyces,69.16,,,6.11186596386756
,,,,,Yeast single cell protein,Saccharomyces,10,,,3.32192809488736
,,,,,Bioethanol,Saccharomyces,13.66,,,3.77188557851537
,,,,,Bioethanol,Saccharomyces,16.54,,,4.04788732939655
,,,,,Bioethanol,Saccharomyces,17.84,,,4.15704371014558
,,,,,Bioethanol,Saccharomyces,21.56,,,4.43028527297778
,,,,,Bioethanol,Saccharomyces,6.43,,,2.68481873755322
,,,,,Bioethanol,Saccharomyces,9.6,,,3.26303440583379
,,,,,Bioethanol,Saccharomyces,12.33,,,3.62410089462811
